index,original,translation,scores,mean,z_scores,z_mean,QE_score
65,"Some point mutations will result in the production of antibodies that have a weaker interaction (low affinity) with their antigen than the original antibody, and some mutations will generate antibodies with a stronger interaction (high affinity).",??? ????? ????????????? ?? ???????????? ???????? ?? ??????? ???? ?? ??? ???????? ?? ????? ??? ???? ?????? ?? ??? ????? ?????? (?? ??????) ???? ??? ?? ??? ??????????? ?? ????? ?????? (???? ??????) ?? ??? ???????? ??????? ???????,"[85, 85, 67, 67]",76,"[-0.32189105202748813, -0.2580081099272549, -0.5316679315210762, -0.6436428055871838]",-0.438802475,0.611428201
66,Cricket in the country is played mainly on the island of Corfu.,??? ??? ??????? ????? ??? ?? ?????? ????? ?? ???? ???? ???,"[70, 70, 89, 89]",79.5,"[-1.6128979451858647, -1.5676939471214433, 1.7255097013356724, 1.3307216287293318]",-0.031090141,0.820894778
67,"Although producer of Tips films Vashu Bhagnani and director David Dhawan were extremely confident that ""Husn Hain Suhana"", rendered by Abhijeet and Chandana Dixit would be the selling factor of the album, it was the song ""Main To Raste Se Ja Raha Tha"" that did the trick.","??????? ????? ????? ?? ???????? ???? ?????? ?? ???????? ????? ??? ?? ??? ?? ???? ???? ??????? ?? ?? ?????? ?? ????? ??????? ?????? ???? ??? ‘????? ?? ??????’ ????? ?? ?????? ?? ???? ????, ????? ‘??? ?? ?????? ?? ?? ??? ??’ ??? ?? ?? ???? ?? ???????","[95, 95, 70, 79]",84.75,"[0.5387802100780963, 0.6151157815355373, -0.22387098158606503, 0.43328324949455194]",0.340827065,0.491498828
68,"Incidentally, she always portrayed masculine characters in these plays.","????? ??, ???????? ????? ?? ?????? ??? ????? ??????? ?? ??????? ?????","[95, 85, 81, 76]",84.25,"[0.5387802100780963, -0.2580081099272549, 0.9047178348423093, 0.164051735724118]",0.337385418,0.773741305
69,"Davies was also thought a perfect fit with Stevens in particular for his ""fingerwork"" on the guitar, harmonising and his backing vocals.","????? ?? ????? ??? ?? ????? ?? ???? ?????????, ????????????? ?? ???? ????? ???? ?? ??? ??????? ?? ??? ?? ????? ??? ?? ???? ??? ???","[95, 95, 78, 50]",79.5,"[0.5387802100780963, 0.6151157815355373, 0.5969208849072981, -2.169288050286309]",-0.104617793,0.62426883
70,"As a result, and combined with the fact that Missouri is one of America's leading alcohol states, regulation of alcohol and tobacco in Missouri is among the most laissez-faire in America.","??????, ?? ?? ???? ?? ??? ??????? ??? ?? ?? ?????? ??????? ?? ?????? ??????? ??????? ??? ?? ?? ??, ?????? ??? ??????? ?? ?????? ?? ??????? ??????? ??? ???? ???? ??????? ???","[55, 50, 66, 72]",60.75,"[-2.9039048383442414, -3.3139417300470275, -0.6342669148327466, -0.1949236159697939]",-1.761759275,0.6626876
71,Monty Sharma has composed the soundtrack for the movie and the lyrics have been written by Sameer.,????? ????? ?? ????? ?? ??? ?????????? ????? ???? ?? ?? ??? ???? ?? ???? ????,"[95, 95, 86, 86]",90.5,"[0.5387802100780963, 0.6151157815355373, 1.4177127514006613, 1.0614901149588978]",0.908274714,0.744935095
72,"Tropical cyclones form over warm seas, so their occurrence is influenced by El Niño & La Niña cycles.","???????????? ??????? ???? ?????? ?? ??? ???? ???, ????? ???? ???? ?? ?????? ?? ?? ????????? ????????? ?? ???????? ???? ???","[50, 45, 79, 82]",64,"[-3.3342404693970336, -3.7505036757784236, 0.6995198682189685, 0.7025147632649859]",-1.420677378,0.707624376
73,"Atomic orbitals are the basic building blocks of the atomic orbital model (alternatively known as the electron cloud or wave mechanics model), a modern framework for visualizing the submicroscopic behavior of electrons in matter.","?????? ??????? ?????? ?????? ???? (???????? ??? ?? ?????????? ?????? ?? ??? ????????? ???? ?? ??? ??? ???? ???? ??) ?? ???????? ??????? ??? ???, ?????? ??? ???????????? ?? ??-??????? ??????? ?? ????? ?? ??? ?? ?????? ??????","[95, 95, 69, 86]",86.25,"[0.5387802100780963, 0.6151157815355373, -0.32646996489773544, 1.0614901149588978]",0.472229035,0.677273095
74,"Most blood is tested for diseases, including some STDs.",??? ??? ??????? ?????? (??????) ???? ??????? ????? ?? ??? ???? ?? ???? ?? ???? ???,"[85, 50, 69, 67]",67.75,"[-0.32189105202748813, -3.3139417300470275, -0.32646996489773544, -0.6436428055871838]",-1.151486388,0.697445095
75,Vincent started actively pushing to join Kiss as a full member.,???????? ?? ??? ?? ?? ????? ????? ?? ??? ??? ????? ???? ?? ??? ?????? ??? ?? ?????? ???? ???? ?? ?????,"[45, 45, 87, 91]",67,"[-3.7645761004498257, -3.7505036757784236, 1.5203117347123316, 1.5102093045762877]",-1.121139684,0.716050625
76,Ajay gets a message that his brother is in Bangalore.,??? ?? ?? ????? ????? ?? ?? ???? ??? ??????? ??? ???,"[100, 90, 89, 88]",91.75,"[0.9691158411308884, 0.17855383580414114, 1.7255097013356724, 1.2409777908058537]",1.028539292,0.780742228
77,"Let's Dance', with its little narrative surrounding the young Aborigine couple, targeted 'youth', and 'China Girl', with its bare-bummed (and later partially censored) beach lovemaking scene (a homage to the film From Here to Eternity), was sufficiently sexually provocative to guarantee heavy rotation on MTV"".","???? ??????? ????? ?? ????-????? ???? ???? ?? ????? ?? ??? '????? ????' ?? '??????' ?? '????? ????' ?? ?????? ????, ???? ????-???? (?? ??? ??? ????? ??? ?? ????? ???? ???) ?????? ?? ?? ????? ????? (????? ????? ???? ?? ???????? ?? ?? ???????????), ?????? ?? ???? ?????? ?? ?????? ???? ?? ??? ???????? ??? ?? ??? ??????? ???","[75, 70, 63, 63]",67.75,"[-1.1825623141330726, -1.5676939471214433, -0.9420638647677578, -1.0026181572810957]",-1.173734571,0.415292919
78,Forged parts can range in weight from less than a kilogram to hundreds of metric tons.,???? ??????? ?? ??? ?? ????????? ?? ?? ?? ???? ??????? ??????? ?? ?? ?? ???? ???,"[95, 95, 78, 81]",87.25,"[0.5387802100780963, 0.6151157815355373, 0.5969208849072981, 0.6127709253415079]",0.59089695,0.72985661
79,"In microeconomics, the law of demand is a fundamental principle which states that, ""conditional on all else being equal, as the price of a good increases (?), quantity demanded will decrease (?); conversely, as the price of a good decreases (?), quantity demanded will increase (?)"".",??????? ??????????? ??? ???? ?? ???? (law of demand) ?? ?????? ???????? ?? ?????? ??? ??? ?? ?? ???? ????? ?? ???? ????? ?? ???-??? ???? ?? ?? ?????? ??? ?? ??? ?????,"[50, 45, 86, 50]",57.75,"[-3.3342404693970336, -3.7505036757784236, 1.4177127514006613, -2.169288050286309]",-1.959079861,0.499494851
80,"The Coalition held office for another month, before the independents switched allegiance and John Curtin was sworn in as prime minister.","???? ???? ?? ???????? ??????? ?? ?????? ??? ?? ?? ??? ?????? ?? ???????????? ?? ??? ??? ??? ????? ??, ?????? ?? ?? ?? ????? ?? ??? ?? ???????","[90, 90, 67, 86]",83.25,"[0.10844457902530406, 0.17855383580414114, -0.5316679315210762, 1.0614901149588978]",0.20420515,0.732735336
81,Prem Kumar (Abhishek Bachchan) arrives soon afterward to meet Sanjana and begins to have feelings for her.,???? ????? ??? ????? ????? (?????? ?????) ????? ?? ????? ?? ??? ??? ?? ?? ???? ??? ??????? ?? ????? ???? ???? ?? ???? ???,"[80, 85, 75, 79]",79.75,"[-0.7522266830802803, -0.2580081099272549, 0.28912393497228694, 0.43328324949455194]",-0.071956902,0.702922046
82,"The original Southport Gate and the ""New"" Southport Gate are located at Trafalgar Road, while the most recent of the gates, Referendum Gate, provides access at Main Street.","??? ????????? ??? ?? ???? ????????? ??? ???????? ??? ?? ????? ???, ???? ???? ??? ?? ???, ???????? ???, ??? ??????? ?? ????? ?????? ???? ???","[90, 90, 69, 69]",79.5,"[0.10844457902530406, 0.17855383580414114, -0.32646996489773544, -0.4641551297402278]",-0.12590667,0.666320741
83,This is accompanied by torchlit processions and much elated celebration.,???? ??? ???? ?? ????? ?? ????? ?????? ??? ?? ????? ????? ???? ???,"[65, 50, 89, 65]",67.25,"[-2.0432335762386566, -3.3139417300470275, 1.7255097013356724, -0.8231304814341397]",-1.113699022,0.64315331
84,Raja thought that this old friend might help him mediate with the British government.,???? ?? ???? ?? ?? ?????? ????? ?????? ??????? ????? ?? ??? ????????? ???? ??? ??? ?? ???? ???,"[95, 95, 80, 82]",88,"[0.5387802100780963, 0.6151157815355373, 0.8021188515306389, 0.7025147632649859]",0.664632402,0.790973425
85,"But you must remember – I wrote the play in French, and if I did have that meaning in my mind, it was somewhere in my unconscious and I was not overtly aware of it.""","????? ???? ??? ????-????? ?? ???? ?????? ??? ???? ??, ?? ??? ???? ????? ??? ???? ???? ??, ?? ?? ???? ???? ?????? ??? ?? ?? ???? ???? ???? ??? ?????? ??????? ???? ???","[90, 85, 66, 81]",80.5,"[0.10844457902530406, -0.2580081099272549, -0.6342669148327466, 0.6127709253415079]",-0.04276488,0.606858969
86,His most significant contribution in the fatwa was his analysis of the castes with respect to Islam.,???? ??? ???? ???? ?????????? ?????? ?????? ?? ????? ??? ??????? ?? ???? ???????? ???,"[80, 80, 76, 73]",77.25,"[-0.7522266830802803, -0.694570055658651, 0.39172291828395733, -0.10517977804631592]",-0.2900634,0.728526175
87,"It will be a mixed-use skyscraper with 63 floors that will house a 380-room W Hotel, office and retail space.","?? 63 ??????? ?? ??? ?? ??????? ????? ???? ???????? ????? ???? ?????? 380 ????? ?? ??????? ????, ???????? ?? ????? ????? ?????","[95, 95, 70, 73]",83.25,"[0.5387802100780963, 0.6151157815355373, -0.22387098158606503, -0.10517977804631592]",0.206211308,0.716783702
88,"It came down to the last over, and the Windwards managed to take the winning runs, becoming one-wicket victors.","?? ????? ??? ?? ???? ???, ?? ??????????? ????? ?? ???? ??? ?????? ???, ?? ????? ?????? ?? ???","[80, 80, 89, 89]",84.5,"[-0.7522266830802803, -0.694570055658651, 1.7255097013356724, 1.3307216287293318]",0.402358648,0.640319884
89,Whey can be denatured by heat.,????? ?? ????? ?? ????? ???? ?? ???? ???,"[100, 90, 78, 75]",85.75,"[0.9691158411308884, 0.17855383580414114, 0.5969208849072981, 0.07430789780064002]",0.454724615,0.469374239
90,"The National Association of Scholars released a statement saying, ""[i]t is truly depressing to observe a steady abandonment of the University of Chicago's once imposing undergraduate core curriculum, which for so long stood as the benchmark of content and rigor among American academic institutions.""","""????? ???????? ?? ???????? ?? ?? ???? ???? ???? ??? ???,"" ""?????? ????????????? ?????? ?? ??? ???????????? ??? ????????? ?? ???? ???? ?? ???, ?? ??????? ???????? ????????? ?? ??? ??????? ?? ?????? ?? ?????? ?? ??? ??? ???? ??? ?? ??? ???, ??? ?????? ???? ???? ?????? ??? ????????? ???""","[85, 85, 89, 84]",85.75,"[-0.32189105202748813, -0.2580081099272549, 1.7255097013356724, 0.8820024391119418]",0.506903245,0.444846213
91,"The idea of the imminent decline and collapse of the Buddhist religion amid a ""great cacophony of demonic influences"" was already a significant component of Buddhism when it reached China in the first century A.D., according to Michel Strickmann.","????? ?????????? ?? ??????, ?? ????? ???? ???? ??????? ????? ??? ??? ??? ?????? ?? ‘??????? ???????? ?? ??? ????? ???? ?? ????? ??? ?? ??? ?? ????? ???? ?? ?? ????? ???? ?? ?? ?????????? ??? ???","[75, 65, 70, 70]",70,"[-1.1825623141330726, -2.0042558928528393, -0.22387098158606503, -0.3744112918167498]",-0.94627512,0.587687373
92,Governments issue government bonds in their own currency and sovereign bonds in foreign currencies.,??????? ???? ?????? ??? ?????? ???? ?? ?????? ???????? ??? ??????? ???? ???? ???? ????,"[80, 80, 92, 92]",86,"[-0.7522266830802803, -0.694570055658651, 2.0333066512706837, 1.5999531424997655]",0.546615764,0.738249719
93,"""[page needed] The curriculum initially focused on religious studies, Islamic law, Arabic literature, and arithmetic, and later extended to history, mathematics, the physical sciences, and music.","????????? ???? ??? ??????? ??????, ??????? ?????, ???? ??????? ?? ??????? ?? ???????? ??, ?? ??? ??? ??????, ????, ????? ??????? ?? ????? ?? ????????? ???? ????","[95, 95, 78, 79]",86.75,"[0.5387802100780963, 0.6151157815355373, 0.5969208849072981, 0.43328324949455194]",0.546025032,0.693327725
94,"After saying ""no"" several times, at Usha's father accepts on her behalf and Usha dutifully agrees to the marriage as well.","?? ??? '????' ???? ?? ???, ??? ?? ???? ???? ?? ?? ??????? ???? ??? ?? ??? ??????? ??? ?? ????? ?? ??? ?? ???? ???? ???","[85, 85, 68, 80]",79.5,"[-0.32189105202748813, -0.2580081099272549, -0.42906894820940583, 0.52302708741803]",-0.121485256,0.628801286
95,Company of Heroes: Opposing Fronts is a standalone expansion pack.,????? ?? ?????? ??????? ??????? ?? ???????? ??????? ??? ???,"[90, 85, 75, 80]",82.5,"[0.10844457902530406, -0.2580081099272549, 0.28912393497228694, 0.52302708741803]",0.165646873,0.708865583
96,"She seeks help of her former servant, Sonu (Sunil Dhariwal), a tantrik who helps her practice black magic and call upon an evil entity, Tara Dutt (Manish Choudhary).","?? ???? ????? ???? ???? (????? ???????) ?? ??? ???? ??, ?? ???????? ?? ?? ???? ???? ???? ??? ???? ??? ???? ???","[45, 45, 69, 69]",57,"[-3.7645761004498257, -3.7505036757784236, -0.32646996489773544, -0.4641551297402278]",-2.076426218,0.526409388
97,"Soon, Devdas realizes his mistake in abandoning Paro.","???? ??, ?????? ?? ???? ?? ?????? ??? ???? ???? ?? ????? ???? ???","[90, 95, 70, 78]",83.25,"[0.10844457902530406, 0.6151157815355373, -0.22387098158606503, 0.3435394115710739]",0.210807198,0.669693291
98,English actor Ed Skrein replaced Statham as Frank Martin in the fourth installment of the series.,???????? ??????? ?? ??????? ?? ???????? ?? ???? ????? ??? ?????? ??????? ?? ??? ??? ?????? ?? ??? ???,"[90, 90, 79, 72]",82.75,"[0.10844457902530406, 0.17855383580414114, 0.6995198682189685, -0.1949236159697939]",0.197898667,0.750682414
99,The prime minister is supported by two deputy prime ministers.,???????????? ?? ?? ??-???????????? ?? ?????? ??????? ???,"[80, 85, 71, 74]",77.5,"[-0.7522266830802803, -0.2580081099272549, -0.12127199827439462, -0.015435940122837947]",-0.286735683,0.763353884
100,"For this work, Laxmi Narayan Tripathi, an Indian LGBT activist, had said, “No spiritual or religious leader in the world has ever done this kind of a community event for us and for that, I’m grateful to him.” Ayodhya Ram Mandir: Morari Bapu had supported the construction of temple of Rama on the disputed site in Ayodhya.","?? ????? ?? ???, ?? ?????? ???????? ??????????, ??????? ?????? ???????? ?? ??? ??, “?????? ??? ???? ?? ?????????? ?? ??????? ???? ?? ??? ?? ????? ??? ?? ??? ?? ????????? ????????? ???? ???? ?? ?? ???? ???, ??? ???? ????? ???? ” ??????? ??? ?????? ?????? ???? ?? ??????? ??? ??????? ???? ?? ??? ????? ?? ??????? ?? ?????? ???? ???","[95, 95, 78, 74]",85.5,"[0.5387802100780963, 0.6151157815355373, 0.5969208849072981, -0.015435940122837947]",0.433845234,0.645957053
101,"[citation needed] After viewing undercover videos of chicken production, Jameson agreed to do a short video for PETA People for the Ethical Treatment of Animals as part of the group's campaign against KFC's treatment of chickens.","???? ??????? ?? ??????? ?????? ????? ?? ???, ?????? ?? ?????? ?? ????????? ?? ????? ?? ????? ???? ?? ?????? ?? ?????? ?? ??? ??? ???? ????? ??? ? ????? ????????? ?? ??????? ?? ??? ?? ???? ?????? ????? ?? ????? ?????? ???","[85, 80, 60, 91]",79,"[-0.32189105202748813, -0.694570055658651, -1.249860814702769, 1.5102093045762877]",-0.189028154,0.638559282
102,"Bhardwaj was the only American to qualify for the floor final at the Olympics, where she finished in sixth place.","???????? ?????? ??? ????? ????? ?? ??? ????????? ???? ???? ??????? ??????? ???, ???? ?? ??? ????? ?? ?????","[95, 95, 69, 69]",82,"[0.5387802100780963, 0.6151157815355373, -0.32646996489773544, -0.4641551297402278]",0.090817724,0.664697528
103,"Helium-3 is also thought to be a natural nucleogenic and cosmogenic nuclide, one produced when lithium is bombarded by natural neutrons, which can be released by spontaneous fission and by nuclear reactions with cosmic rays.","??????-3 ?? ?? ????????? ??????????????? ?? ??????????? ?????????? ?? ???? ???? ??, ?? ??????? ?? ?????? ????????? ????????? ?????? ?????? ?? ???? ??, ???? ??? ?????? ?? ??????????? ?????? ?? ??? ?????? ????????????? ?????? ???? ???? ?? ???? ???","[90, 90, 76, 82]",84.5,"[0.10844457902530406, 0.17855383580414114, 0.39172291828395733, 0.7025147632649859]",0.345309024,0.721084177
104,"Hogan started his AWA run as a villain, taking on ""Luscious"" Johnny Valiant as his manager.",???? ?? ?? ?????? ?? ??? ??? ???? ????????? (AWA) ?? ?????? ?? ?? ?????? ???? ??????? ?? ???? ??????? ?? ??? ??? ?????,"[95, 95, 80, 80]",87.5,"[0.5387802100780963, 0.6151157815355373, 0.8021188515306389, 0.52302708741803]",0.619760483,0.670556009
